 Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
55271,251170,3,0,18,0,6,6,6.0,0.0,0,0,0.0,0.0,71.66460963,11.9441016,125585.0,177598.3534,251166,4,251170,125585.0,177598.3534,251166,4,0,0.0,0.0,0,0,0,0,0,0,60,0,11.9441016,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,0,8.0,6.0,0.0,60,0,0,0,0,0,0,3,18,0,0,351,-1,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
57674,49,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,244897.9592,40816.32653,49.0,0.0,49,49,49,49.0,0.0,49,49,0,0.0,0.0,0,0,0,0,0,0,40,0,40816.32653,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,360,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
50485,62,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,32258.06452,62.0,0.0,62,62,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,16129.03226,16129.03226,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,378,558,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
57686,175,2,1,12,6,6,6,6.0,0.0,6,6,6.0,0.0,102857.1429,17142.85714,87.5,23.33452378,104,71,175,175.0,0.0,175,175,0,0.0,0.0,0,0,0,0,0,0,40,20,11428.57143,5714.285714,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,8.0,6.0,6.0,40,0,0,0,0,0,0,2,12,1,6,360,255,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
33666,37,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,54054.05405,37.0,0.0,37,37,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,27027.02703,27027.02703,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,340,586,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
8883,3,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,4000000.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,40,0,666666.6667,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,40929,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
8884,3,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,4000000.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,40,0,666666.6667,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,40929,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
55245,96,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,125000.0,20833.33333,96.0,0.0,96,96,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,10416.66667,10416.66667,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,16384,256,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
55150,1,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,12000000.0,2000000.0,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0.0,0.0,0,0,0,0,0,0,40,0,2000000.0,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,5574,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
55043,0,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,inf,inf,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,0,0.0,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,4737,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
55040,48,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,250000.0,41666.66667,48.0,0.0,48,48,48,48.0,0.0,48,48,0,0.0,0.0,0,0,0,0,0,0,40,0,41666.66667,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,4737,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
55039,1,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,12000000.0,2000000.0,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0.0,0.0,0,0,0,0,0,0,40,0,2000000.0,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,4737,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
55043,999588,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,12.00494604,2.00082434,999588.0,0.0,999588,999588,999588,999588.0,0.0,999588,999588,0,0.0,0.0,0,0,0,0,0,0,40,0,2.00082434,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,4737,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
55039,75,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,160000.0,26666.66667,75.0,0.0,75,75,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,13333.33333,13333.33333,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,4737,63668,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
55040,32,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,375000.0,62500.0,32.0,0.0,32,32,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,31250.0,31250.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,4737,64189,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,71693,2,2,74,176,37,37,37.0,0.0,88,88,88.0,0.0,3487.09079,55.79345264,23897.66667,41348.67743,71643,3,47,47.0,0.0,47,47,3,3.0,0.0,3,3,0,0,0,0,40,64,27.89672632,27.89672632,37,88,57.4,27.93385043,780.3,0,0,0,0,0,0,0,0,1,71.75,37.0,88.0,40,0,0,0,0,0,0,2,74,2,176,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,60738,2,2,74,200,37,37,37.0,0.0,100,100,100.0,0.0,4511.179163,65.85663012,20246.0,35061.90451,60732,2,2,2.0,0.0,2,2,4,4.0,0.0,4,4,0,0,0,0,40,40,32.92831506,32.92831506,37,100,62.2,34.50652112,1190.7,0,0,0,0,0,0,0,0,1,77.75,37.0,100.0,40,0,0,0,0,0,0,2,74,2,200,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
21,126188,20,25,176,440,43,0,8.8,12.68069399,52,0,17.6,16.1606518,4881.605224,356.6107712,2867.909091,12377.64297,70791,1,126117,6637.736842,26122.26872,114215,1,126048,5252.0,16545.2078,70791,1,0,0,0,0,656,816,158.4936761,198.1170951,0,52,13.39130435,15.17816891,230.3768116,0,0,0,1,0,0,0,0,1,13.68888889,8.8,17.6,656,0,0,0,0,0,0,20,176,25,440,29200,227,12,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
34805,8003,15,6,19897,0,2896,0,1326.466667,1136.570208,0,0,0.0,0.0,2486192.678,2624.015994,400.15,1445.918039,6454,1,8003,571.6428571,1718.054875,6454,2,6663,1332.6,2974.753318,6654,1,0,0,0,0,496,208,1874.297139,749.7188554,0,2896,904.4090909,1122.979992,1261084.063,0,0,0,1,0,0,0,0,0,947.4761905,1326.466667,0.0,496,0,0,0,0,0,0,15,19897,6,0,29200,362,10,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
34805,1,2,0,617,0,617,0,308.5,436.284884,0,0,0.0,0.0,617000000.0,2000000.0,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0.0,0.0,0,0,1,0,0,0,64,0,2000000.0,0.0,0,617,411.3333333,356.2251161,126896.3333,0,1,0,0,1,0,0,0,0,617.0,308.5,0.0,64,0,0,0,0,0,0,2,617,0,0,229,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
21,50,1,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,60000.0,25.0,32.52691193,48,2,0,0.0,0.0,0,0,48,48.0,0.0,48,48,0,0,0,0,32,64,20000.0,40000.0,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,2,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,2,0,229,227,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
139,75,3,1,4,4,4,0,1.333333333,2.309401077,4,4,4.0,0.0,106666.6667,53333.33333,25.0,22.5166605,48,3,75,37.5,48.7903679,72,3,0,0.0,0.0,0,0,1,0,0,0,96,32,40000.0,13333.33333,0,4,2.4,2.19089023,4.8,0,1,0,0,1,0,0,0,0,3.0,1.333333333,4.0,96,0,0,0,0,0,0,3,4,1,4,302,302,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,208,4,0,46,0,46,0,11.5,23.0,0,0,0.0,0.0,221153.8462,19230.76923,69.33333333,57.8388566,114,4,208,69.33333333,57.8388566,114,4,0,0.0,0.0,0,0,0,0,0,0,128,0,19230.76923,0.0,0,46,9.2,20.57182539,423.2,0,0,0,0,1,0,0,0,0,11.5,11.5,0.0,128,0,0,0,0,0,0,4,46,0,0,306,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,514004,3,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,11.67306091,7.782040607,171334.6667,150308.8093,281013,2,514004,257002.0,363452.8855,514002,2,0,0.0,0.0,0,0,0,0,0,0,96,20,5.836530455,1.945510152,0,6,1.2,2.683281573,7.2,0,0,0,0,1,1,0,0,0,1.5,0.0,6.0,96,0,0,0,0,0,0,3,0,1,6,1444,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,60130920,5,3,216,1533,198,0,43.2,86.57482313,1527,0,511.0,879.8869246,29.08653318,0.133043033,8590131.429,22700000.0,60100000,28,60100000,15000000.0,30000000.0,60100000,29,25530,12765.0,15577.56239,23780,1750,0,0,0,0,112,72,0.083151896,0.049891138,0,1527,194.3333333,503.8834191,253898.5,0,0,0,1,0,0,0,0,0,218.625,43.2,511.0,112,0,0,0,0,0,0,5,216,3,1533,8192,946,4,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,60130912,5,3,213,1619,195,0,42.6,85.23379611,1613,0,539.6666667,929.5387745,30.46685871,0.133043051,8590130.286,22700000.0,60100000,35,60100000,15000000.0,30000000.0,60100000,35,26004,13002.0,15464.4253,23937,2067,0,0,0,0,112,72,0.083151907,0.049891144,0,1613,203.5555556,532.3326289,283378.0278,0,0,0,1,0,0,0,0,0,229.0,42.6,539.6666667,112,0,0,0,0,0,0,5,213,3,1619,8192,946,4,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,3895966,5,1,135,46,46,6,27.0,20.1246118,46,46,46.0,0.0,46.45831098,1.540054508,779193.2,1688277.785,3798981,4,3895966,973991.5,1883824.068,3798981,4,0,0.0,0.0,0,0,1,0,0,0,100,20,1.283378756,0.256675751,6,46,32.42857143,18.86670032,355.952381,0,1,0,0,1,0,0,0,0,37.83333333,27.0,46.0,100,0,0,0,0,0,0,5,135,1,46,258,360,4,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,3895242,5,1,135,46,46,6,27.0,20.1246118,46,46,46.0,0.0,46.46694608,1.540340754,779048.4,1688348.684,3798955,3,3895242,973810.5,1883931.983,3798955,3,0,0.0,0.0,0,0,1,0,0,0,100,20,1.283617295,0.256723459,6,46,32.42857143,18.86670032,355.952381,0,1,0,0,1,0,0,0,0,37.83333333,27.0,46.0,100,0,0,0,0,0,0,5,135,1,46,258,360,4,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,3896308,5,1,135,46,46,6,27.0,20.1246118,46,46,46.0,0.0,46.45423308,1.539919329,779261.6,1688253.409,3799007,3,3896308,974077.0,1883783.63,3799007,3,0,0.0,0.0,0,0,1,0,0,0,100,20,1.283266107,0.256653221,6,46,32.42857143,18.86670032,355.952381,0,1,0,0,1,0,0,0,0,37.83333333,27.0,46.0,100,0,0,0,0,0,0,5,135,1,46,257,424,4,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,3895052,5,1,135,46,46,6,27.0,20.1246118,46,46,46.0,0.0,46.46921273,1.540415892,779010.4,1688400.959,3799016,3,3895052,973763.0,1884005.155,3799016,3,0,0.0,0.0,0,0,1,0,0,0,100,20,1.28367991,0.256735982,6,46,32.42857143,18.86670032,355.952381,0,1,0,0,1,0,0,0,0,37.83333333,27.0,46.0,100,0,0,0,0,0,0,5,135,1,46,255,360,4,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,3896461,5,1,135,46,46,6,27.0,20.1246118,46,46,46.0,0.0,46.45240899,1.539858862,779292.2,1696821.776,3814476,49,3896461,974115.25,1893913.016,3814476,49,0,0.0,0.0,0,0,1,0,0,0,100,20,1.283215718,0.256643144,6,46,32.42857143,18.86670032,355.952381,0,1,0,0,1,0,0,0,0,37.83333333,27.0,46.0,100,0,0,0,0,0,0,5,135,1,46,255,360,4,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,31020664,8,4,372,452,52,41,46.5,5.879747322,157,69,113.0,50.80682369,26.56293882,0.386838915,2820060.364,9317725.506,30900000,1,31000000,4431065.714,11700000.0,30900000,1,31000000,10300000.0,17900000.0,31000000,3,0,0,0,0,184,128,0.25789261,0.128946305,41,157,67.38461538,40.8606136,1669.589744,0,0,0,0,0,0,0,0,0,73.0,46.5,113.0,184,0,0,0,0,0,0,8,372,4,452,-1,-1,7,20,46735.0,0.0,46735,46735,30900000.0,0.0,30900000,30900000,BENIGN
53,83718,4,2,184,300,46,46,46.0,0.0,150,150,150.0,0.0,5781.313457,71.66917509,16743.6,25063.96121,56230,1,27440,9146.666667,15839.02732,27436,1,48,48.0,0.0,48,48,0,0,0,0,80,64,47.77945006,23.88972503,46,150,75.71428571,50.74680379,2575.238095,0,0,0,0,0,0,0,0,0,88.33333333,46.0,150.0,80,0,0,0,0,0,0,4,184,2,300,-1,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
445,10706606,29,24,8142,4220,3072,0,280.7586207,658.4197888,420,0,175.8333333,153.2748786,1154.614263,4.950214849,205896.2692,1092307.606,7114425,0,10700000,382378.7857,1477741.199,7114425,0,10700000,465499.4348,1637050.93,7176769,1,0,0,0,0,604,504,2.708608125,2.241606724,0,3072,228.9259259,492.9078084,242958.1076,0,0,0,1,0,0,0,0,0,233.245283,280.7586207,175.8333333,604,0,0,0,0,0,0,29,8142,24,4220,8192,2050,27,20,3591908.0,0.0,3591908,3591908,7114425.0,0.0,7114425,7114425,BENIGN
80,60166984,6,4,237,4593,213,0,39.5,85.03117076,2920,0,1148.25,1417.910758,80.27658491,0.16620411,6685220.444,20000000.0,60000000,23,60200000,12000000.0,26800000.0,60000000,23,86807,28935.66667,49181.27685,85724,207,0,0,0,0,132,92,0.099722466,0.066481644,0,2920,439.0909091,960.7303945,923002.8909,0,0,0,1,0,0,0,0,0,483.0,39.5,1148.25,132,0,0,0,0,0,0,6,237,4,4593,8192,946,5,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,24027,2,2,68,100,34,34,34.0,0.0,50,50,50.0,0.0,6992.133849,166.4793774,8009.0,13865.06671,24019,4,4,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0,0,0,64,64,83.23968868,83.23968868,34,50,40.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,50.5,34.0,50.0,64,0,0,0,0,0,0,2,68,2,100,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
8080,1029807,3,3,0,18,0,0,0.0,0.0,6,6,6.0,0.0,17.47900335,5.826334449,205961.4,281152.7211,515080,524,1028984,514492.0,1630.588237,515645,513339,1029283,514641.5,1784.030409,515903,513380,0,0,0,0,92,60,2.913167225,2.913167225,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,92,0,0,0,0,0,0,3,0,3,18,8192,0,0,28,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,2979847,2,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1.006763099,1489923.5,2085777.621,2964791,15056,2979847,2979847.0,0.0,2979847,2979847,0,0.0,0.0,0,0,0,0,0,0,64,32,0.671175399,0.3355877,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,1,0,437,63,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,28315,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,423.8036376,70.63393961,28315.0,0.0,28315,28315,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,35.3169698,35.3169698,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,274,1024,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,28466,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,421.5555399,70.25925666,28466.0,0.0,28466,28466,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,35.12962833,35.12962833,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,274,1024,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,101027175,14,12,1029,991,460,0,73.5,150.0403792,456,0,82.58333333,132.1083979,19.99462026,0.257356498,4041087.0,13900000.0,58500000,1,101000000,7771321.154,18900000.0,58600000,1,101000000,9176957.273,20300000.0,58600000,1,1,0,0,0,448,384,0.138576576,0.118779922,0,460,76.51851852,136.7390469,18697.56695,0,1,0,0,1,0,0,0,0,79.46153846,73.5,82.58333333,448,0,0,0,0,0,0,14,1029,12,991,428,407,5,32,1048172.0,1296391.188,1964859,131485,49400000.0,12900000.0,58500000,40300000,BENIGN
53,330,2,2,74,198,37,37,37.0,0.0,99,99,99.0,0.0,824242.4242,12121.21212,110.0,187.9281778,327,1,1,1.0,0.0,1,1,2,2.0,0.0,2,2,0,0,0,0,40,40,6060.606061,6060.606061,37,99,61.8,33.95879857,1153.2,0,0,0,0,0,0,0,0,1,77.25,37.0,99.0,40,0,0,0,0,0,0,2,74,2,198,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,221,2,2,74,106,37,37,37.0,0.0,53,53,53.0,0.0,814479.638,18099.54751,73.66666667,87.11677986,171,3,47,47.0,0.0,47,47,3,3.0,0.0,3,3,0,0,0,0,40,40,9049.773756,9049.773756,37,53,43.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,54.25,37.0,53.0,40,0,0,0,0,0,0,2,74,2,106,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,302,2,2,70,460,35,35,35.0,0.0,230,230,230.0,0.0,1754966.887,13245.03311,100.6666667,133.0613893,252,2,2,2.0,0.0,2,2,48,48.0,0.0,48,48,0,0,0,0,64,80,6622.516556,6622.516556,35,230,113.0,106.8058987,11407.5,0,0,0,0,0,0,0,0,1,141.25,35.0,230.0,64,0,0,0,0,0,0,2,70,2,460,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,1293792,3,7,26,11607,20,0,8.666666667,10.26320288,5840,0,1658.142857,2137.29708,8991.398927,7.72921768,143754.6667,430865.8067,1292730,2,747,373.5,523.9661249,744,3,1293746,215624.3333,527671.9348,1292730,2,0,0,0,0,72,152,2.318765304,5.410452376,0,5840,1057.545455,1853.437529,3435230.673,0,0,0,1,0,0,0,0,2,1163.3,8.666666667,1658.142857,72,0,0,0,0,0,0,3,26,7,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,4421382,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,5.42816703,0.904694505,1473794.0,2552042.631,4420639,340,4421382,1473794.0,2552042.631,4420639,340,0,0.0,0.0,0,0,0,0,0,0,80,0,0.904694505,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,1083538,3,6,26,11601,20,0,8.666666667,10.26320288,4380,0,1933.5,1757.789948,10730.58813,8.306123089,135442.25,377725.315,1070206,41,12982,6491.0,8165.669109,12265,717,1083407,216681.4,477167.0977,1070206,41,0,0,0,0,72,132,2.768707696,5.537415393,0,4380,1162.7,1645.241762,2706820.456,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,80034360,8,4,56,11601,20,0,7.0,5.656854249,8760,0,2900.25,4128.319301,145.6499433,0.149935603,7275850.909,21100000.0,70600000,6,78700000,11200000.0,26300000.0,70600000,247,1354806,451602.0,777575.2592,1349464,190,0,0,0,0,172,92,0.099957068,0.049978534,0,8760,897.1538462,2488.507044,6192667.308,0,0,0,0,1,0,0,0,0,971.9166667,7.0,2900.25,172,0,0,0,0,0,0,8,56,4,11601,256,229,6,20,939.0,0.0,939,939,39300000.0,44200000.0,70600000,8072664,DDoS
80,642654,3,6,26,11607,20,0,8.666666667,10.26320288,5840,0,1934.5,2538.919278,18101.49785,14.0044254,80331.75,226824.6943,641694,3,801,400.5,540.9366876,783,18,642493,128498.6,286885.1169,641694,3,0,0,0,0,72,132,4.668141799,9.336283599,0,5840,1163.3,2138.329153,4572451.567,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,79731718,8,5,56,11601,20,0,7.0,5.656854249,5840,0,2320.2,2436.833027,146.2027947,0.163046781,6644309.833,20300000.0,70600000,44,78400000,11200000.0,26400000.0,70600000,183,1357061,339265.25,675686.8666,1352792,138,0,0,0,0,172,112,0.100336481,0.062710301,0,5840,833.0714286,1774.906302,3150292.379,0,0,0,0,1,0,0,0,0,897.1538462,7.0,2320.2,172,0,0,0,0,0,0,8,56,5,11601,256,229,6,20,911.0,0.0,911,911,39200000.0,44400000.0,70600000,7766504,DDoS
80,306157,3,6,26,11607,20,0,8.666666667,10.26320288,5840,0,1934.5,2538.919278,37996.84476,29.39668209,38269.625,107926.2565,305373,3,649,324.5,432.0422433,630,19,306140,61228.0,136481.48,305373,3,0,0,0,0,72,132,9.798894031,19.59778806,0,5840,1163.3,2138.329153,4572451.567,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,79780371,8,4,56,11607,20,0,7.0,5.656854249,11595,0,2901.75,5795.50069,146.1888414,0.150412938,7252761.0,21300000.0,71100000,60,78900000,11300000.0,26500000.0,71100000,60,908641,302880.3333,522433.2157,906133,191,0,0,0,0,172,92,0.100275292,0.050137646,0,11595,897.6153846,3214.167532,10300000.0,0,0,0,0,1,0,0,0,0,972.4166667,7.0,2901.75,172,0,0,0,0,0,0,8,56,4,11607,256,229,6,20,877.0,0.0,877,877,39400000.0,44800000.0,71100000,7755492,DDoS
80,682575,3,5,26,11607,20,0,8.666666667,10.26320288,10135,0,2321.4,4413.201989,17042.81581,11.72032377,97510.71429,257484.0143,681429,1,1047,523.5,738.9265863,1046,1,682523,170630.75,340532.4613,681429,4,0,0,0,0,72,112,4.395121415,7.325202359,0,10135,1292.555556,3350.634907,11200000.0,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,79098660,8,6,56,11607,20,0,7.0,5.656854249,5840,0,1934.5,2538.919278,147.4487684,0.176994149,6084512.308,19600000.0,71100000,47,78200000,11200000.0,26600000.0,71100000,81,908504,181700.8,404872.5987,905957,47,0,0,0,0,172,132,0.101139514,0.075854635,0,5840,777.9333333,1804.898987,3257660.352,0,0,0,0,1,0,0,0,0,833.5,7.0,1934.5,172,0,0,0,0,0,0,8,56,6,11607,256,229,6,20,739.0,0.0,739,739,39100000.0,45300000.0,71100000,7073920,DDoS
80,670265,3,6,26,11607,20,0,8.666666667,10.26320288,4380,0,1934.5,2177.344966,17355.82195,13.42752493,83783.125,236570.5187,669265,3,868,434.0,609.5260454,865,3,670104,134020.8,299210.7799,669265,3,0,0,0,0,72,132,4.475841645,8.951683289,0,4380,1163.3,1903.962654,3625073.789,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
